image_id,split,label,stress_ratio,valid_area,stressed_area,has_planter_skip
ZMGGNMML1_7016-8341-7528-8853,train,2,0.753601,254266,191615,False
PHKBDKD9R_672-7481-1184-7993,train,0,0.017971,262144,4711,False
GTLUAY7IY_6526-2353-7038-2865,train,2,0.58704,262144,153889,False
92RYD9C1Q_1550-1642-2062-2154,train,1,0.131861,237500,31317,False
LFC7JUMM4_662-2659-1174-3171,train,2,0.605571,234734,142148,False
L9WB8LI6U_1841-2187-2353-2699,train,2,0.533006,226416,120681,False
3JPEL2DK8_3094-2619-3606-3131,train,1,0.33844,262144,88720,False
69EDUL8CU_2098-1714-2610-2226,train,0,0.049866,262144,13072,False
9UH84W49V_4797-8341-5309-8853,train,1,0.184673,262144,48411,False
A2GW8JMYA_4737-1288-5249-1800,train,1,0.264073,233068,61547,False
77D9ND9BM_5897-6845-6409-7357,train,2,0.685688,262144,179749,False
YY8EPIW1C_7194-18218-7706-18730,train,2,0.758518,262144,198841,False
A9YB9Y2LA_1016-5840-1528-6352,train,1,0.256653,262144,67280,False
R2FL62EJD_3875-1925-4387-2437,train,2,0.481041,262144,126102,False
8HW1LA37V_4765-3892-5277-4404,train,0,0.0,-1,0,False
VTKFZ3ENG_6999-2777-7511-3289,train,0,0.0,-1,0,False
MZHBD8IXL_3929-3573-4441-4085,train,2,-1.0,-1,-1,True
2Z9UV9DHA_2149-6661-2661-7173,train,1,0.101547,262144,26620,False
TJUIWURYZ_1213-6687-1725-7199,train,2,-1.0,-1,-1,True
32RXNG4RV_1953-2566-2465-3078,train,2,0.423031,262144,110895,False
2CRC6AJW8_4068-12144-4580-12656,train,2,0.781804,252039,197045,False
6GDCTNWXY_6710-2167-7222-2679,train,1,0.367794,262144,96415,False
Q1PVN4ABJ_12332-12859-12844-13371,train,2,0.715105,257941,184455,False
YUTXIHPR8_2534-4718-3046-5230,train,1,0.300762,262144,78843,False
YY8EPIW1C_5597-10722-6109-11234,train,2,0.94902,262144,248780,False
46FG2N7QJ_2970-572-3482-1084,train,1,0.294579,195092,57470,False
Q1PVN4ABJ_2403-15192-2915-15704,train,1,0.266968,262144,69984,False
7TVJGQC17_1926-9784-2438-10296,train,2,-1.0,-1,-1,True
DEHW8FUIB_7453-4096-7965-4608,train,0,0.04425,262144,11600,False
XYWX9HP8F_5109-3330-5621-3842,train,1,0.211178,262144,55359,False
UYY79YV6N_3871-3922-4383-4434,train,2,0.570919,262144,149663,False
1LJQVM8TW_12159-1050-12671-1562,train,2,-1.0,-1,-1,True
IA2R87QB2_4717-2679-5229-3191,train,1,0.125246,215048,26934,False
8JHN19XIP_2827-6208-3339-6720,train,1,0.28849,262144,75626,False
6XK1QLCDN_1561-4574-2073-5086,train,1,0.145431,215662,31364,False
FAECKMHEI_6009-15303-6521-15815,train,1,0.11964,262144,31363,False
7QEGPGTTI_4593-1145-5105-1657,train,1,0.102505,262144,26871,False
1D2NAMJH2_12177-4023-12689-4535,train,0,0.091579,262144,24007,False
KNFD83D7B_2897-6693-3409-7205,train,2,-1.0,-1,-1,True
NWTIEC88G_4389-4645-4901-5157,train,1,0.129466,217817,28200,False
VBJAEIV6Y_3895-11105-4407-11617,train,2,-1.0,-1,-1,True
BFLBNW4AZ_1458-3407-1970-3919,train,1,0.113815,262144,29836,False
XRHWLWTAN_2734-584-3246-1096,train,0,0.04795,189094,9067,False
T89JYE12U_23786-841-24298-1353,train,0,0.063416,262144,16624,False
Q8G16BHEF_948-703-1460-1215,train,2,-1.0,-1,-1,True
X1XMTL6QX_2379-8097-2891-8609,train,2,-1.0,-1,-1,True
DRTG1HAUZ_5048-6777-5560-7289,train,1,0.186039,262144,48769,False
GYYW4VFTD_4459-7362-4971-7874,train,1,0.098026,262144,25697,False
QUBJI3YUY_10728-503-11240-1015,train,0,0.027324,151517,4140,False
TJLUTQNNK_1389-550-1901-1062,train,0,0.053025,167827,8899,False
L24AEPLAK_6565-7042-7077-7554,train,0,0.0,-1,0,False
P7AV2CW67_3352-6413-3864-6925,train,2,0.632431,262144,165788,False
2Z9UV9DHA_2107-5175-2619-5687,train,1,0.346313,262144,90784,False
PEBMHR7KJ_919-382-1431-894,train,0,0.042343,148855,6303,False
YVU8YPCDR_8775-6060-9287-6572,train,0,0.086163,262051,22579,False
DEHW8FUIB_6400-851-6912-1363,train,0,0.03101,262144,8129,False
8JHN19XIP_763-5770-1275-6282,train,2,0.415736,207360,86207,False
ZGGUZC42K_670-1327-1182-1839,train,0,0.054776,162682,8911,False
Q2AG7DKCX_9561-5147-10073-5659,train,1,0.277733,262144,72806,False
2FPNYIQY1_2299-7208-2811-7720,train,2,0.699043,262144,183250,False
CDFIHH1UC_7949-4586-8461-5098,train,1,0.34279,245602,84190,False
EK9LATEHM_1638-836-2150-1348,train,2,-1.0,-1,-1,True
8LK6KEGMI_5568-3369-6080-3881,train,2,0.921688,260725,240307,False
2CRC6AJW8_5604-9072-6116-9584,train,2,0.923136,242050,223445,False
2FPNYIQY1_4332-1462-4844-1974,train,2,0.603107,262144,158101,False
Y3RA9WAPY_2126-1615-2638-2127,train,2,0.517388,235388,121787,False
VM41WRAYA_3554-1941-4066-2453,train,0,0.094551,262144,24786,False
YY8EPIW1C_8669-15330-9181-15842,train,0,0.080555,262144,21117,False
QUBJI3YUY_1483-2533-1995-3045,train,0,0.091277,196162,17905,False
F2XWHDV7G_814-3813-1326-4325,train,0,0.060642,262144,15897,False
8XY6ZAPU4_6839-15856-7351-16368,train,0,0.055956,197460,11049,False
1FPBNGD9F_5505-6859-6017-7371,train,1,0.192028,262144,50339,False
1FPBNGD9F_8504-5075-9016-5587,train,1,0.141278,221507,31294,False
L9WB8LI6U_2328-3170-2840-3682,train,0,0.070095,262144,18375,False
WVLNWZ83A_1954-6850-2466-7362,train,0,0.01646,262144,4315,False
CDFIHH1UC_4461-11353-4973-11865,train,2,0.796418,227839,181455,False
3JPEL2DK8_3631-899-4143-1411,train,0,0.040878,262144,10716,False
VCKJCEEHV_430-4551-942-5063,train,1,0.232818,105228,24499,False
C6Q8TIXDH_1690-4553-2202-5065,train,0,0.089431,142747,12766,False
2FPNYIQY1_3323-2600-3835-3112,train,0,0.083862,262144,21984,False
2DQ464W19_1614-11887-2126-12399,train,0,0.093925,262144,24622,False
8Q6M6TZYW_3905-2799-4417-3311,train,2,0.408672,262144,107131,False
B6HTKJXHY_4005-1685-4517-2197,train,2,0.698807,262144,183188,False
MJZC8N4AR_1746-572-2258-1084,train,1,0.379726,262144,99543,False
DVM3F1QBG_5977-3899-6489-4411,train,2,-1.0,-1,-1,True
IPMWYDNUA_4402-1286-4914-1798,train,2,-1.0,-1,-1,True
ZMGGNMML1_5480-5781-5992-6293,train,1,0.213782,17022,3639,False
2FPNYIQY1_4859-4648-5371-5160,train,2,0.853726,129271,110362,False
Y3RA9WAPY_4259-646-4771-1158,train,2,0.888496,262144,232914,False
RU6GWHABU_586-2824-1098-3336,train,1,0.278103,245499,68274,False
8JRF638HH_1780-2017-2292-2529,train,0,0.0531,126892,6738,False
P7AV2CW67_550-6066-1062-6578,train,0,0.025104,134879,3386,False
HGIUEFX7R_10153-3874-10665-4386,train,2,-1.0,-1,-1,True
XYWX9HP8F_3161-1348-3673-1860,train,1,0.341335,262144,89479,False
X4LG6KQK6_2552-4335-3064-4847,train,0,0.062673,147926,9271,False
1D2NAMJH2_1245-2517-1757-3029,train,1,0.239059,262144,62668,False
T89JYE12U_8863-7897-9375-8409,train,0,0.093273,262144,24451,False
MTTWHAFPN_4250-1741-4762-2253,train,2,0.495258,262144,129829,False
7RELT2YC7_4581-6975-5093-7487,train,1,0.307232,262144,80539,False
YY8EPIW1C_2013-11234-2525-11746,train,1,0.144455,262144,37868,False
KXJUDXKZF_3674-2615-4186-3127,train,0,0.063515,253028,16071,False
JJ7XAXWH4_4970-3620-5482-4132,train,2,0.479701,188536,90441,False
XVVC17IGZ_4533-9978-5045-10490,train,2,-1.0,-1,-1,True
FHPBGQ8WQ_8227-4132-8739-4644,train,0,0.0,-1,0,False
4PFV6L44R_1065-2348-1577-2860,train,1,0.232014,262144,60821,False
T1NQEB63R_6945-8937-7457-9449,train,1,0.300182,262144,78691,False
1C11HIBEV_1349-2512-1861-3024,train,0,0.070213,262144,18406,False
1LVU94MUU_3932-4621-4444-5133,train,2,0.739624,168856,124890,False
3CPYLP42D_1695-1536-2207-2048,train,1,0.174394,252079,43961,False
8JHN19XIP_1688-5818-2200-6330,train,2,0.446159,262144,116958,False
2FPNYIQY1_2402-12177-2914-12689,train,2,0.77393,261706,202542,False
BL82HKNC4_3501-15893-4013-16405,train,1,0.162399,262144,42572,False
ZXFCDEDU4_4750-3714-5262-4226,train,0,0.0,-1,0,False
HXAKBCBWD_5555-1330-6067-1842,train,2,0.492439,262144,129090,False
CF3NMU7HX_2777-4972-3289-5484,train,1,0.106735,214025,22844,False
M7U9J8NP9_3751-7781-4263-8293,train,1,0.14941,262144,39167,False
6GDCTNWXY_8129-3709-8641-4221,train,1,0.12477,231113,28836,False
I3JTFQK9H_4102-6409-4614-6921,train,0,0.0,-1,0,False
WJZJEE14I_2923-1526-3435-2038,train,1,0.141758,262144,37161,False
CB77QWWG8_330-5259-842-5771,train,2,0.786976,166507,131037,False
6ZYTV7YFE_1133-10478-1645-10990,train,0,0.040585,262144,10639,False
8ENFEUT7N_11680-5742-12192-6254,train,2,0.818233,155633,127344,False
YY8EPIW1C_6109-8674-6621-9186,train,2,0.495335,262144,129849,False
BP1ZHWMXK_5286-6273-5798-6785,train,2,-1.0,-1,-1,True
1YXAMN213_4340-568-4852-1080,train,0,0.0,-1,0,False
1LVU94MUU_5933-9909-6445-10421,train,2,0.866198,259877,225105,False
Q8G16BHEF_8128-8120-8640-8632,train,2,-1.0,-1,-1,True
2L3ZGKHJL_2538-8275-3050-8787,train,0,0.076374,262144,20021,False
NWTIEC88G_4332-7622-4844-8134,train,1,0.157135,223209,35074,False
T89JYE12U_21259-7709-21771-8221,train,0,0.068024,262144,17832,False
TJLUTQNNK_3440-8931-3952-9443,train,1,0.171516,262144,44962,False
8JHN19XIP_1917-7210-2429-7722,train,0,0.051552,262144,13514,False
1LNFVP1VD_4035-2226-4547-2738,train,0,0.0,-1,0,False
RR9EIHEKV_2355-2410-2867-2922,train,0,0.01572,262144,4121,False
UZ1LRR6XL_4541-9976-5053-10488,train,1,0.120171,262144,31502,False
V11RW9464_8284-2145-8796-2657,train,1,0.207593,191851,39827,False
CDFIHH1UC_1815-15747-2327-16259,train,1,0.160595,160279,25740,False
DEAYNVTUK_2344-979-2856-1491,train,1,0.137676,262144,36091,False
XYWX9HP8F_4185-2372-4697-2884,train,2,0.643669,262144,168734,False
Z9CQA7FUT_6491-7098-7003-7610,train,1,0.267643,262144,70161,False
ENCWB3M63_3839-3593-4351-4105,train,2,0.43153,262144,113123,False
PNT3A28LP_5380-4589-5892-5101,train,2,0.538841,262144,141254,False
IA2R87QB2_1015-2840-1527-3352,train,0,0.069359,262144,18182,False
EQMCXGEXF_3207-10417-3719-10929,train,2,0.844036,262144,221259,False
VK8X3EQ4D_5489-2286-6001-2798,train,2,-1.0,-1,-1,True
KXU1VVZKG_1212-2232-1724-2744,train,2,-1.0,-1,-1,True
UYY79YV6N_4421-2103-4933-2615,train,1,0.362164,262144,94939,False
C8IW72N96_3959-7724-4471-8236,train,2,-1.0,-1,-1,True
9UH84W49V_7286-2170-7798-2682,train,1,0.30154,262144,79047,False
8LK6KEGMI_5127-4847-5639-5359,train,1,0.358303,262144,93927,False
VVGANF381_3378-5408-3890-5920,train,0,0.081127,262144,21267,False
TJLUTQNNK_627-9973-1139-10485,train,0,0.063942,187061,11961,False
FUB3EKGR7_1500-7066-2012-7578,train,2,0.511445,104676,53536,False
BL82HKNC4_5445-10098-5957-10610,train,1,0.117783,262144,30876,False
GTLUAY7IY_7527-2583-8039-3095,train,0,0.090073,262144,23612,False
NYIXWWPDF_4354-3497-4866-4009,train,2,0.508335,262144,133257,False
NWTIEC88G_4362-5048-4874-5560,train,1,0.330707,228840,75679,False
GTLUAY7IY_4517-4717-5029-5229,train,0,0.049618,262144,13007,False
XBZQRC1R8_8433-8040-8945-8552,train,2,-1.0,-1,-1,True
A2GW8JMYA_3836-10485-4348-10997,train,0,0.054352,262144,14248,False
77D9ND9BM_3720-7159-4232-7671,train,2,0.553917,262144,145206,False
8U6TJWBGD_6148-3105-6660-3617,train,2,0.420158,262144,110142,False
BL82HKNC4_3388-2509-3900-3021,train,1,0.174511,262144,45747,False
ZBB6X4QWY_2035-8287-2547-8799,train,2,-1.0,-1,-1,True
TI1FAXII3_3192-8490-3704-9002,train,0,0.011296,242751,2742,False
BFLBNW4AZ_3958-2810-4470-3322,train,2,0.462868,262144,121338,False
2FPNYIQY1_763-2088-1275-2600,train,1,0.380456,91556,34833,False
NZ9MAMQG8_3996-4892-4508-5404,train,0,0.028816,262144,7554,False
F2JPFEHLL_4176-2830-4688-3342,train,0,0.063549,262144,16659,False
Q99ZHNI1H_1959-9084-2471-9596,train,0,0.0,-1,0,False
Y3RA9WAPY_4871-8907-5383-9419,train,2,0.448215,262144,117497,False
XH8WZKCK3_2054-1795-2566-2307,train,0,0.032719,262144,8577,False
29PWCB1DI_1364-8320-1876-8832,train,2,0.44469,254856,113332,False
LLKUGCFKV_3733-935-4245-1447,train,1,0.317665,262144,83274,False
ZU44K4P2E_1655-2592-2167-3104,train,1,0.29546,262144,77453,False
Z9CQA7FUT_3568-3220-4080-3732,train,0,0.057003,262144,14943,False
ZXFCDEDU4_3726-4738-4238-5250,train,0,0.0,-1,0,False
29PWCB1DI_2375-1110-2887-1622,train,2,0.884159,262144,231777,False
YY8EPIW1C_6621-11234-7133-11746,train,1,0.146618,262144,38435,False
RHAACZNVV_4282-2139-4794-2651,train,0,0.0,-1,0,False
WKBCTTAK6_4637-3620-5149-4132,train,0,0.072193,262144,18925,False
KTJRTW94V_4362-749-4874-1261,train,2,0.904179,252898,228665,False
DEHW8FUIB_5928-1966-6440-2478,train,1,0.359505,262144,94242,False
CBNRRDZ6G_2442-1416-2954-1928,train,2,-1.0,-1,-1,True
2FPNYIQY1_4347-3112-4859-3624,train,0,0.043812,262144,11485,False
DB3EDPXLW_616-5079-1128-5591,train,0,0.039157,187577,7345,False
VM41WRAYA_4353-643-4865-1155,train,0,0.013396,209163,2802,False
6XK1QLCDN_2688-571-3200-1083,train,2,-1.0,-1,-1,True
TI1FAXII3_3513-7682-4025-8194,train,1,0.305199,262144,80006,False
1FPBNGD9F_2129-7892-2641-8404,train,1,0.180832,262144,47404,False
YY8EPIW1C_6621-10722-7133-11234,train,1,0.147274,262144,38607,False
VVGANF381_1115-4997-1627-5509,train,2,0.541813,262144,142033,False
7XM38FLV7_2923-5300-3435-5812,train,1,0.138885,262144,36408,False
1FPBNGD9F_613-6461-1125-6973,train,0,0.0,-1,0,False
CB77QWWG8_842-5771-1354-6283,train,2,0.547314,262144,143475,False
DNRD29DJZ_1106-5569-1618-6081,train,1,0.255997,262144,67108,False
9UH84W49V_7365-9590-7877-10102,train,2,0.579403,262144,151887,False
AZNEF9RLA_4526-686-5038-1198,train,0,0.063767,205042,13075,False
DEHW8FUIB_4596-676-5108-1188,train,1,0.156105,261913,40886,False
LLKUGCFKV_1594-2686-2106-3198,train,1,0.170856,262144,44789,False
YJ9RN6WDX_4414-1193-4926-1705,train,0,0.039198,244527,9585,False
ZU44K4P2E_4091-1109-4603-1621,train,0,0.078728,262144,20638,False
K1YZ7MURB_5120-640-5632-1152,train,2,-1.0,-1,-1,True
FF3DH7B4D_2578-2263-3090-2775,train,1,0.208866,262144,54753,False
1HBK68KTK_7515-6374-8027-6886,train,1,0.190254,262144,49874,False
32RXNG4RV_2465-2566-2977-3078,train,1,0.20406,262144,53493,False
9UH84W49V_6725-18337-7237-18849,train,1,0.250938,262144,65782,False
UYY79YV6N_2293-1469-2805-1981,train,1,0.12381,262144,32456,False
Y2UGGWGZR_4050-3913-4562-4425,train,0,0.060788,238173,14478,False
XC9XQ2DH8_968-1718-1480-2230,train,1,0.096649,262144,25336,False
RJVTM4Q6P_3304-642-3816-1154,train,1,0.334846,262144,87778,False
F9V3DBDIX_1166-801-1678-1313,train,0,0.083984,229937,19311,False
Q1PVN4ABJ_3906-13559-4418-14071,train,1,0.168312,262144,44122,False
UYY79YV6N_2694-6308-3206-6820,train,1,0.151833,262144,39802,False
PTM4JLPBC_3787-7994-4299-8506,train,2,-1.0,-1,-1,True
T89JYE12U_21738-841-22250-1353,train,0,0.0597,262144,15650,False
KZQW2VB7A_703-1824-1215-2336,train,0,0.019249,165046,3177,False
DRTG1HAUZ_8631-3206-9143-3718,train,1,0.11734,262144,30760,False
ZRWHRKHZG_1761-7897-2273-8409,train,1,0.168537,262144,44181,False
77D9ND9BM_7551-4972-8063-5484,train,0,0.020187,262144,5292,False
KDWEVLH7Z_1977-10371-2489-10883,train,2,0.942707,262144,247125,False
AKV6YKFKI_1366-2558-1878-3070,train,2,0.585046,220762,129156,False
YY8EPIW1C_6621-14306-7133-14818,train,0,0.061172,262144,16036,False
2FPNYIQY1_1260-1462-1772-1974,train,1,0.294601,262144,77228,False
4VUQI7PW6_2698-5406-3210-5918,train,1,0.104537,192773,20152,False
2HDKIIZV7_3530-6936-4042-7448,train,1,0.31818,262144,83409,False
A2GW8JMYA_4236-2460-4748-2972,train,1,0.12326,262144,32312,False
YY8EPIW1C_11731-19568-12243-20080,train,1,0.251024,101102,25379,False
GTLUAY7IY_4531-2250-5043-2762,train,1,0.195168,262144,51162,False
2Z8X92VXV_3359-2341-3871-2853,train,0,0.025077,249233,6250,False
HXAKBCBWD_8471-3066-8983-3578,train,2,0.757739,255031,193247,False
KWCUKVTJ4_830-1355-1342-1867,train,0,0.038666,262144,10136,False
6GDCTNWXY_8362-7591-8874-8103,train,0,0.02011,182149,3663,False
XYWX9HP8F_2379-2163-2891-2675,train,1,0.332291,262144,87108,False
KNVI338JH_682-3616-1194-4128,train,1,0.171257,262144,44894,False
TJLUTQNNK_3523-8175-4035-8687,train,0,0.022048,238301,5254,False
XTGPBII2K_4628-3068-5140-3580,train,1,0.122532,245398,30069,False
Q1PVN4ABJ_5442-12535-5954-13047,train,1,0.246614,55520,13692,False
YY8EPIW1C_4448-20198-4960-20710,train,1,0.318672,173605,55323,False
1HBK68KTK_3931-6886-4443-7398,train,1,0.20266,262144,53126,False
2DQ464W19_1767-1010-2279-1522,train,0,0.052235,135101,7057,False
W87KGQL7T_4092-3399-4604-3911,train,0,0.027264,139084,3792,False
Q1PVN4ABJ_9870-6936-10382-7448,train,1,0.162273,262144,42539,False
P32DZ3U8D_1146-1300-1658-1812,train,0,0.022083,262144,5789,False
T1NQEB63R_5921-10473-6433-10985,train,2,0.715637,262144,187600,False
FAECKMHEI_4985-15815-5497-16327,train,1,0.169521,262144,44439,False
L24AEPLAK_7589-6018-8101-6530,train,0,0.0,-1,0,False
YY8EPIW1C_1153-1373-1665-1885,train,2,0.703705,190425,134003,False
QZTAUZXYC_3087-2495-3599-3007,train,1,0.140633,262144,36866,False
8JHN19XIP_2832-3091-3344-3603,train,2,0.441532,262144,115745,False
YY8EPIW1C_2013-14818-2525-15330,train,2,0.675484,262144,177074,False
J9PK1M3HW_761-4726-1273-5238,train,1,0.162367,193629,31439,False
8MCVCYX41_615-3448-1127-3960,train,2,0.719195,178102,128090,False
Y3RA9WAPY_5605-8743-6117-9255,train,2,0.526447,262144,138005,False
Q1PVN4ABJ_2403-14680-2915-15192,train,0,0.066353,262144,17394,False
1FPBNGD9F_1105-7380-1617-7892,train,1,0.348885,262144,91458,False
NWTIEC88G_1060-6590-1572-7102,train,0,0.087765,262144,23007,False
EAEZWJNI6_6107-498-6619-1010,train,1,0.306527,226763,69509,False
T1NQEB63R_7457-10985-7969-11497,train,0,0.005959,262144,1562,False
YY8EPIW1C_9737-10637-10249-11149,train,1,0.184586,262144,48388,False
DEHW8FUIB_793-3370-1305-3882,train,1,0.204105,262144,53505,False
XYWX9HP8F_4185-836-4697-1348,train,1,0.200395,210998,42283,False
LAQC7ZJ8Z_8005-11047-8517-11559,train,1,0.104923,262144,27505,False
T89JYE12U_12715-800-13227-1312,train,0,0.069111,262144,18117,False
ZRWHRKHZG_4082-7629-4594-8141,train,1,0.393707,262144,103208,False
QHBU8YVK7_8814-13354-9326-13866,train,2,-1.0,-1,-1,True
DEHW8FUIB_7842-1717-8354-2229,train,2,0.47691,262144,125019,False
KTJRTW94V_3492-9422-4004-9934,train,1,0.324978,262144,85191,False
TJLUTQNNK_3033-7779-3545-8291,train,1,0.127583,262144,33445,False
77D9ND9BM_1687-2762-2199-3274,train,1,0.155376,262144,40731,False
PHKBDKD9R_1184-7481-1696-7993,train,2,0.421593,262144,110518,False
YY8EPIW1C_9896-2580-10408-3092,train,0,0.010803,262144,2832,False
2CRC6AJW8_4931-3901-5443-4413,train,1,0.24456,262144,64110,False
WVLNWZ83A_1720-4327-2232-4839,train,1,0.323586,262144,84826,False
EQMCXGEXF_647-11441-1159-11953,train,2,0.413668,50190,20762,False
QHBU8YVK7_11474-16983-11986-17495,train,2,-1.0,-1,-1,True
PTM4JLPBC_469-4404-981-4916,train,2,-1.0,-1,-1,True
N3DKF86PR_1548-2170-2060-2682,train,2,-1.0,-1,-1,True
YPDXUH8BX_7248-972-7760-1484,train,0,0.0,-1,0,False
DNRD29DJZ_2950-13351-3462-13863,train,1,0.395575,250888,99245,False
FUB3EKGR7_2723-2074-3235-2586,train,1,0.139055,233231,32432,False
YY8EPIW1C_6109-17378-6621-17890,train,2,0.808117,262144,211843,False
X4LG6KQK6_3729-717-4241-1229,train,0,0.042227,251049,10601,False
W4VWLIVHE_648-1353-1160-1865,train,1,0.134605,262144,35286,False
2UVZXRZHY_7614-13809-8126-14321,train,0,0.0,-1,0,False
32RXNG4RV_1378-1105-1890-1617,train,1,0.158726,262144,41609,False
PHKBDKD9R_672-6457-1184-6969,train,2,0.53981,262144,141508,False
2L3ZGKHJL_2187-6894-2699-7406,train,1,0.132011,262144,34606,False
UYY79YV6N_2747-5279-3259-5791,train,1,0.389805,262144,102185,False
EAEZWJNI6_9179-498-9691-1010,train,2,0.912476,172706,157590,False
9UH84W49V_9512-12241-10024-12753,train,1,0.131123,262144,34373,False
IA2R87QB2_2109-2253-2621-2765,train,1,0.208305,262144,54606,False
ZRWHRKHZG_2992-6458-3504-6970,train,2,0.512882,262144,134449,False
XNZBB2NGA_8159-4216-8671-4728,train,1,0.153341,174520,26761,False
X4LG6KQK6_2144-1696-2656-2208,train,1,0.156185,262144,40943,False
2L3ZGKHJL_2338-1443-2850-1955,train,0,0.060459,262144,15849,False
P7AV2CW67_2758-5963-3270-6475,train,0,0.0159,262144,4168,False
UYY79YV6N_7694-527-8206-1039,train,0,0.059872,140333,8402,False
KEE8TE127_6628-3211-7140-3723,train,2,0.612339,262144,160521,False
ENCWB3M63_3237-2536-3749-3048,train,2,0.49461,262144,129659,False
RBPDH3EL6_1748-6871-2260-7383,train,1,0.138462,242044,33514,False
IVX6I8HZ1_2976-3559-3488-4071,train,2,0.429234,262144,112521,False
EEXQLB26H_2034-3980-2546-4492,train,0,0.0,-1,0,False
ZRWHRKHZG_2868-2670-3380-3182,train,1,0.198006,262144,51906,False
UK4VDJ8R7_4002-3802-4514-4314,train,2,-1.0,-1,-1,True
8ENFEUT7N_11922-3944-12434-4456,train,1,0.245602,262144,64383,False
R83IEAF4A_14494-8239-15006-8751,train,2,0.496942,220102,109378,False
7J3W7URRT_966-5979-1478-6491,train,1,0.249615,262144,65435,False
77D9ND9BM_5897-3261-6409-3773,train,1,0.18454,262144,48376,False
K9IMJKK4Z_6175-4849-6687-5361,train,2,0.832662,238177,198321,False
JZK83CJWD_8210-2622-8722-3134,train,1,0.252953,262144,66310,False
69UCLBYZ9_4516-1858-5028-2370,train,0,0.0,-1,0,False
Y3RA9WAPY_4259-1158-4771-1670,train,2,0.543728,262144,142535,False
6GDCTNWXY_4820-4278-5332-4790,train,0,0.010998,262144,2883,False
NZ9MAMQG8_2619-5352-3131-5864,train,1,0.20121,262144,52746,False
9UH84W49V_4996-8077-5508-8589,train,1,0.299149,262144,78420,False
XC9XQ2DH8_2199-1723-2711-2235,train,1,0.12154,262144,31861,False
KYIMQZV4N_4919-6216-5431-6728,train,2,-1.0,-1,-1,True
9UH84W49V_6191-2781-6703-3293,train,0,0.087822,262144,23022,False
29PWCB1DI_4691-6203-5203-6715,train,2,0.897131,142074,127459,False
8LK6KEGMI_6529-1167-7041-1679,train,2,0.839286,168604,141507,False
NVKU8PW1A_937-2424-1449-2936,train,1,0.273586,262144,71719,False
9UH84W49V_4979-19411-5491-19923,train,2,0.52512,262144,137657,False
NYIXWWPDF_3054-509-3566-1021,train,1,0.167512,159195,26667,False
EAEZWJNI6_1020-1625-1532-2137,train,0,0.021633,262144,5671,False
1FPBNGD9F_5070-2544-5582-3056,train,1,0.146183,262144,38321,False
KDWEVLH7Z_2350-10331-2862-10843,train,2,0.585957,262144,153605,False
YY8EPIW1C_5288-2068-5800-2580,train,2,0.432068,262144,113264,False
AQ3UEW8ZW_2718-1048-3230-1560,train,0,0.028534,262144,7480,False
2FPNYIQY1_3323-6696-3835-7208,train,1,0.15395,262144,40357,False
LAQC7ZJ8Z_3406-5078-3918-5590,train,0,0.093613,262144,24540,False
A2GW8JMYA_2689-1288-3201-1800,train,1,0.135963,262144,35642,False
2M6Y26Q2F_3432-3953-3944-4465,train,0,0.0,-1,0,False
KTJRTW94V_927-16063-1439-16575,train,0,0.012318,262144,3229,False
WH7EAF7YX_4095-4306-4607-4818,train,0,0.0,-1,0,False
KDWEVLH7Z_1943-6760-2455-7272,train,0,0.041637,262144,10915,False
1LVU94MUU_5722-8752-6234-9264,train,2,0.839279,262144,220012,False
CDFIHH1UC_773-13358-1285-13870,train,0,0.056139,151053,8480,False
TJUIWURYZ_3050-6890-3562-7402,train,2,-1.0,-1,-1,True
KXJUDXKZF_3575-5629-4087-6141,train,0,0.007306,211320,1544,False
9F2ZXUBB2_2931-2912-3443-3424,train,0,0.049953,262144,13095,False
AE6P74XLF_6782-6457-7294-6969,train,1,0.23822,262144,62448,False
JQ3IIMYWU_8408-3973-8920-4485,train,0,0.064251,163578,10510,False
NYIXWWPDF_3200-5996-3712-6508,train,1,0.262033,178153,46682,False
PNT3A28LP_2937-5803-3449-6315,train,2,0.595383,262144,156076,False
9UH84W49V_5508-7565-6020-8077,train,2,0.653698,262144,171363,False
V4EJX3X8K_1397-1096-1909-1608,train,1,0.173256,262144,45418,False
YY8EPIW1C_2525-16866-3037-17378,train,0,0.041119,262144,10779,False
HXAKBCBWD_6487-1086-6999-1598,train,2,0.845528,262144,221650,False
BL82HKNC4_3900-4045-4412-4557,train,2,0.488365,262144,128022,False
DEHW8FUIB_6136-3759-6648-4271,train,2,0.422508,262144,110758,False
MZHBD8IXL_3417-3573-3929-4085,train,2,-1.0,-1,-1,True
KEE8TE127_3821-3713-4333-4225,train,1,0.227383,262144,59607,False
RZQFKWIDP_4376-2044-4888-2556,train,1,0.120391,229220,27596,False
BNWCAFW3N_570-305-1082-817,train,0,0.023613,188960,4462,False
X4LG6KQK6_2967-3426-3479-3938,train,0,0.021652,262144,5676,False
LAQC7ZJ8Z_4430-4566-4942-5078,train,2,0.565331,262144,148198,False
NYIXWWPDF_2652-3470-3164-3982,train,1,0.309749,225463,69837,False
2FPNYIQY1_3308-950-3820-1462,train,1,0.321674,262144,84325,False
Q1PVN4ABJ_1686-8805-2198-9317,train,1,0.200897,262144,52664,False
YY8EPIW1C_989-16866-1501-17378,train,2,0.941505,222498,209483,False
J1H3P1LDC_4220-2694-4732-3206,train,2,-1.0,-1,-1,True
